,13,13,13,13,,1040
блок триц,25,25,25,25,#VALUE!,
,12,12,12,12,,1200
Молот,8,8,8,8,#VALUE!,
,30,30,30,30,,960
,,,,,0,19278.8
,,,,,,
,,,,,0,
5.9.2025,,,,,,
"79,4",1,2,3,4,#VALUE!,6
Жим Лежа,65,65,65,65,#VALUE!,
,13,13,13,14,,3445
Тяга к подбородку,28,28,28,28,,
,15,15,15,15,,1680
Рычажный жим,45,45,45,45,,
,13,13,13,13,,2340
Гантели развод,10,10,10,10,,
,15,15,15,15,,600
Жим от груди,50,50,50,50,,
,13,13,13,13,,2600
Фронтальные подъемы вреевки перед собой,9.4,9.4,9.4,9.4,,
,13,13,13,13,,488.8
бабочка,47,47,47,47,,
,13,13,13,13,,2444
обратная бабочка,42,42,42,42,,
,15,15,15,15,,2520
Разгибания из-за головы Триц,18,18,18,18,,
,15,15,15,15,,1080
штанга биц,20,20,20,20,,
,15,15,15,15,,1200
блок триц,25,25,25,25,,
,15,15,15,15,,1500
Молот,8,8,8,8,,
,30,30,30,30,,960
,,,,,,20857.8
,,,,,,
12.9.2025,,,,,,
"79,4",1,2,3,4,5,6
Жим Лежа,65,65,65,65,,
,14,14,14,14,,3640
Тяга к подбородку,28,28,28,28,,
,17,17,17,17,,1904
Рычажный жим,45,45,45,45,,
,14,14,14,14,,2520
Гантели развод,10,10,10,10,,
,17,17,17,17,,680
Жим от груди,50,50,50,50,,
,14,14,14,14,,2800
Фронтальные подъемы вреевки перед собой,9.4,9.4,9.4,9.4,,
,15,15,15,15,,564
бабочка,47,47,47,47,,
,14,14,14,14,,2632
обратная бабочка,42,42,42,42,,
,17,17,17,17,,2856
Разгибания из-за головы Триц,18,18,18,18,,
,17,17,17,17,,1224
штанга биц,20,20,20,20,,
,17,17,17,17,,1360
блок триц,25,25,25,25,,
,17,17,17,17,,1700
Молот,8,8,8,8,,
,34,34,34,34,,1088
,,,,,,22968
,,,,,,
,,,,,,
19.9.2025,,,,,,
"81,7",1,2,3,4,5,6
Жим Лежа,65,65,65,65,,
,15,15,15,14,,3835
Тяга к подбородку,31.5,31.5,31.5,31.5,,
,12,12,12,12,,1512
Рычажный жим,45,45,45,45,,
,15,15,15,15,,2700
Гантели развод,12,12,12,12,,
,12,12,12,12,,576
Жим от груди,50,50,50,50,,
,15,15,15,15,,3000
Фронтальные подъемы вреевки перед собой,9.4,9.4,9.4,9.4,,
,17,17,17,17,,639.2
бабочка,47,47,47,47,,
,15,15,15,15,,2820
обратная бабочка,47,47,47,47,,
,12,12,12,12,,2256
Разгибания из-за головы Триц,24,24,24,24,,
,12,12,12,12,,1152
штанга биц,25,25,25,25,,
,12,12,12,12,,1200
блок триц,28,28,28,28,,
,12,12,12,12,,1344
Молот,9,9,9,9,,
,24,24,24,24,,864
,,,,,,21898.2
,,,,,,
,,,,,,
3.10.2025,,,,,,
"81,65",1,2,3,4,5,6
Жим Лежа,70,70,70,70,,
,12,12,12,14,,3500
Тяга к подбородку,31.5,31.5,31.5,31.5,,
,15,15,15,15,,1890
Рычажный жим,50,50,50,50,,
,12,12,12,12,,2400
Гантели развод,12,12,12,12,,
,14,14,14,14,,672
Жим от груди,56.5,56.5,56.5,56.5,,
,12,12,12,12,,2712
Фронтальные подъемы вреевки перед собой,9.4,9.4,9.4,9.4,,
,18,18,18,18,,676.8
бабочка,52,52,52,52,,
,12,12,12,12,,2496
обратная бабочка,47,47,47,47,,
,15,15,15,15,,2820
Разгибания из-за головы Триц,21,21,21,21,,
,15,15,15,15,,1260
штанга биц,25,25,25,25,,
,15,15,15,15,,1500
блок триц,28,28,28,28,,
,15,15,15,15,,1680
Молот,9,9,9,9,,
,30,30,30,30,,1080
,,,,,,22686.8
,,,,,,
,,,,,,
10.10.2025,,,,,,
"80,45",1,2,3,4,5,6
Жим Лежа,70,70,70,70,,
,13,13,13,14,,3710
Тяга к подбородку,31.5,31.5,31.5,31.5,,
,17,17,17,17,,2142
Рычажный жим,50,50,50,50,,
,13,13,13,13,,2600
Гантели развод,12,12,12,12,,
,17,17,17,17,,816
Жим от груди,56.5,56.5,56.5,56.5,,
,13,13,13,13,,2938
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,13,13,13,13,,572
бабочка,52,52,52,52,,
,13,13,13,13,,2704
обратная бабочка,47,47,47,47,,
,17,17,17,17,,3196
Разгибания из-за головы Триц,21,21,21,21,,
,17,17,17,17,,1428
штанга биц,25,25,25,25,,
,17,17,17,17,,1700
блок триц,28,28,28,28,,
,17,17,17,17,,1904
Молот,9,9,9,9,,
,34,34,34,34,,1224
,,,,,,24934
,,,,,,
,,,,,,
17.10.2025,,,,,,
"82,6",1,2,3,4,5,6
Жим Лежа,70,70,70,70,,
,14,14,14,14,,3920
Тяга к подбородку,31.5,31.5,31.5,31.5,,
,18,18,18,18,,2268
Рычажный жим,50,50,50,50,,
,14,14,14,14,,2800
Гантели развод,12,12,12,12,,
,18,18,18,18,,864
Жим от груди,56.5,56.5,56.5,56.5,,
,14,14,14,14,,3164
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,14,14,14,14,,616
бабочка,52,52,52,52,,
,14,14,14,14,,2912
обратная бабочка,47,47,47,47,,
,18,18,18,18,,3384
Разгибания из-за головы Триц,21,21,21,21,,
,18,12,17,17,,1344
штанга биц,25,25,25,25,,
,18,18,18,18,,1800
блок триц,28,28,28,28,,
,18,18,18,18,,2016
Молот,9,9,9,9,,
,36,36,36,36,,1296
,,,,,,26384
,,,,,,
,,,,,,
,,,,,,
17.10.2025,,,,,,
"80,80",1,2,3,4,5,6
Жим Лежа,70,70,70,70,,
,15,15,15,14,,4130
Тяга к подбородку,31.5,31.5,31.5,31.5,,
,18,18,18,18,,2268
Рычажный жим,50,50,50,50,,
,15,15,15,15,,3000
Гантели развод,12,12,12,12,,
,18,18,18,18,,864
Жим от груди,56.5,56.5,50,50,,
,15,15,15,15,,3195
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,15,15,15,15,,660
бабочка,52,52,52,52,,
,14,14,14,14,,2912
обратная бабочка,47,47,47,47,,
,18,18,18,18,,3384
Разгибания из-за головы Триц,21,21,21,21,,
,18,12,17,17,,1344
штанга биц,25,25,25,25,,
,18,18,18,18,,1800
блок триц,28,28,28,28,,
,18,18,18,18,,2016
Молот,9,9,9,9,,
,36,36,36,36,,1296
,,,,,,26869
,,,,,,
,,,,,,
7.11.2025,,,,,,
"81,4",1,2,3,4,5,6
Жим Лежа,70,70,70,70,,
,12,12,12,12,,3360
Тяга к подбородку,31.5,31.5,31.5,31.5,,
,15,15,15,15,,1890
Рычажный жим,50,50,50,50,,
,12,12,12,12,,2400
Гантели развод,12,12,12,12,,
,15,15,15,15,,720
Жим от груди,56.5,56.5,50,50,,
,15,15,15,15,,3195
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,15,15,15,15,,660
бабочка,52,52,52,52,,
,12,12,12,12,,2496
обратная бабочка,47,47,47,47,,
,15,15,15,15,,2820
Разгибания из-за головы Триц,21,21,21,21,,
,15,12,17,17,,1281
штанга биц,25,25,25,25,,
,15,15,15,15,,1500
блок триц,28,28,28,28,,
,15,15,15,15,,1680
Молот,9,9,9,9,,
,30,30,30,30,,1080
,,,,,,23082
,,,,,,
,,,,,,
21.11.2025,,,,,,
"80,15",1,2,3,4,5,6
Жим Лежа,75,75,75,75,,
,12,12,12,12,,3600
Тяга к подбородку,31.5,31.5,31.5,31.5,,
,15,15,15,15,,1890
Рычажный жим,50,50,50,50,,
,12,12,12,12,,2400
Гантели развод,12,12,12,12,,
,15,15,15,15,,720
Жим от груди,56.5,56.5,50,50,,
,15,15,15,15,,3195
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,15,15,15,15,,660
бабочка,52,52,52,52,,
,12,12,12,12,,2496
обратная бабочка,47,47,47,47,,
,15,15,15,15,,2820
Разгибания из-за головы Триц,21,21,21,21,,
,12,12,17,17,,1218
штанга биц,29,29,29,29,,
,12,12,12,12,,1392
блок триц,28,28,28,28,,
,17,17,17,17,,1904
Молот,10,10,10,10,,
,36,36,36,36,,1440
,,,,,,
,,,,,,
28.11.2025,,,,,,
"80,15",1,2,3,4,5,6
Жим Лежа,75,75,75,75,,
,13,13,13,13,,3900
Тяга к подбородку,31,31,31,31,,
,18,18,18,18,,2232
Рычажный жим,50,50,50,50,,
,12,12,12,12,,2400
Гантели развод,12,12,12,12,,
,18,18,18,18,,864
Жим низ скамья,60,60,50,50,,
,15,15,15,15,,3300
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,15,15,15,15,,660
бабочка,52,52,52,52,,
,12,12,12,12,,2496
обратная бабочка,47,47,47,47,,
,15,15,15,15,,2820
Разгибания из-за головы Триц,21,21,21,21,,
,15,12,17,17,,1281
штанга биц,30,30,30,30,,
,15,15,15,15,,1800
блок триц,28,28,28,28,,
,17,17,17,17,,1904
Молот,10,10,10,10,,
,36,36,36,36,,1440
,,,,,,
,,,,,,
28.11.2025,,,,,,
"80,4",1,2,3,4,5,6
Жим Лежа,75,75,75,75,,
,13,13,13,13,,3900
Тяга к подбородку,31,31,31,31,,
,18,18,18,18,,2232
Рычажный жим,50,50,50,50,,
,12,12,12,12,,2400
Гантели развод,12,12,12,12,,
,18,18,18,18,,864
Жим низ скамья,65,65,50,50,,
,12,12,12,12,,2760
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,15,15,15,15,,660
бабочка,52,52,52,52,,
,12,12,12,12,,2496
обратная бабочка,47,47,47,47,,
,15,15,15,15,,2820
Разгибания из-за головы Триц,21,21,21,21,,
,15,12,17,17,,1281
штанга биц,30,30,30,30,,
,15,15,15,15,,1800
блок триц,28,28,28,28,,
,17,17,17,17,,1904
Молот,10,10,10,10,,
,36,36,36,36,,1440
,,,,,,
16.1.2026,,,,,,
79.4,1,2,3,4,5,6
Жим Лежа,70,70,70,70,,
,12,12,12,12,,3360
Тяга к подбородку,59,59,59,59,,
,15,15,15,15,,3540
Рычажный жим,50,50,50,50,,
,12,12,12,12,,2400
Гантели развод,12,12,12,12,,
,18,18,18,18,,864
Жим низ скамья,65,65,50,50,,
,12,12,12,12,,2760
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,15,15,15,15,,660
бабочка,52,52,52,52,,
,12,12,12,12,,2496
обратная бабочка,47,47,47,47,,
,15,15,15,15,,2820
Разгибания из-за головы Триц,21,21,21,21,,
,15,12,17,17,,1281
штанга биц,30,30,30,30,,
,15,15,15,15,,1800
блок триц,28,28,28,28,,
,17,17,17,17,,1904
Молот,10,10,10,10,,
,36,36,36,36,,1440
,,,,,,25325
,,,,,,
,,,,,,
24.1.2026,,,,,,
79,1,2,3,4,5,6
Жим Лежа,70,70,70,70,,
,12,12,12,12,,3360
Тяга к подбородку,59,59,59,59,,
,15,15,15,15,,3540
Рычажный жим,50,50,50,50,,
,12,12,12,12,,2400
Гантели развод,12,12,12,12,,
,18,18,18,18,,864
Жим низ скамья,65,65,50,50,,
,12,12,12,12,,2760
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,15,15,15,15,,660
бабочка,54,54,54,54,,
,12,12,12,12,,2592
обратная бабочка,47,47,47,47,,
,15,15,15,15,,2820
Разгибания из-за головы Триц,21,21,21,21,,
,15,12,17,17,,1281
штанга биц,30,30,30,30,,
,15,15,15,15,,1800
блок триц,28,28,28,28,,
,17,17,17,17,,1904
Молот,10,10,10,10,,
,36,36,36,36,,1440
,,,,,,25421
,,,,,,
,,,,,,
30.1.2026,,,,,,
79.15,1,2,3,4,5,6
Жим Лежа,70,70,70,70,,
,13,13,12,12,,3500
Тяга к подбородку,59,59,59,59,,
,16,16,16,16,,3776
Рычажный жим,50,50,50,50,,
,13,13,13,13,,2600
Гантели развод,12,12,12,12,,
,16,16,16,16,,768
Жим прямой,59,59,50,50,,
,13,13,13,13,,2834
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,15,15,15,15,,660
бабочка,54,54,54,54,,
,13,13,13,13,,2808
обратная бабочка,47,47,47,47,,
,16,16,16,16,,3008
Разгибания из-за головы Триц,28,28,28,28,,
,16,12,17,17,,1736
штанга биц,30,30,30,30,,
,16,16,16,16,,1920
блок триц,28,28,28,28,,
,16,16,16,16,,1792
Молот,10,10,10,10,,
,32,32,32,32,,1280
,,,,,,26682
,,,,,,
,,,,,,
6.2.2026,,,,,,
78.9,1,2,3,4,5,6
Жим Лежа,70,70,70,70,,
,14,14,12,12,,3640
Тяга к подбородку,59,59,59,59,,
,18,18,18,18,,4248
Рычажный жим,50,50,50,50,,
,14,14,14,14,,2800
Гантели развод,12,12,12,12,,
,18,18,18,18,,864
Жим прямой,54,54,50,50,,
,14,14,14,14,,2912
Фронтальные подъемы вреевки перед собой,11,11,11,11,,
,16,16,16,16,,704
бабочка,54,54,54,54,,
,15,15,15,15,,3240
обратная бабочка,47,47,47,47,,
,18,18,18,18,,3384
Разгибания из-за головы Триц,28,28,28,28,,
,18,12,17,17,,1792
штанга биц,25,25,25,25,,
,18,18,18,18,,1800
блок триц,28,28,28,28,,
,18,18,18,18,,2016
Молот,10,10,10,10,,
,36,36,36,36,,1440
,,,,,,28840
,,,,,,
,,,,,,
13.2.2026,,,,,,
78.3,1,2,3,4,5,6
Жим Лежа,70,70,70,70,,
,15,15,12,12,,3780
Тяга к подбородку,64,64,64,64,,
,13,13,13,13,,3328
Рычажный жим,45,45,45,45,,
,14,14,14,14,,2520
Гантели развод,14,14,14,14,,
,13,13,13,13,,728
Жим прямой,45,45,50,50,,
,15,15,15,15,,2850
Фронтальные подъемы вреевки перед собой,18,18,18,18,,
,17,17,17,17,,1224
бабочка,54,54,54,54,,
,15,15,15,15,,3240
обратная бабочка,54,54,54,54,,
,13,13,13,13,,2808
Разгибания из-за головы Триц,36,36,36,36,,
,13,12,17,17,,2124
штанга биц,30,30,30,30,,
,13,13,13,13,,1560
блок триц,32,32,32,32,,
,13,13,13,13,,1664
Молот,12,12,12,12,,
,26,26,26,26,,1248
,,,,,,27074
,,,,,,
20.2.2026,,,,,,
78.4,1,2,3,4,5,6
Жим Лежа,75,75,75,75,,
,12,12,12,12,,3600
Тяга к подбородку,64,64,64,64,,
,15,15,15,15,,3840
Рычажный жим,50,50,50,50,,
,12,12,12,12,,2400
Гантели развод,14,14,14,14,,
,15,15,15,15,,840
Жим прямой,45,45,50,50,,
,15,15,15,15,,2850
Фронтальные подъемы вреевки перед собой,18,18,18,18,,
,18,18,18,18,,1296
бабочка,59,59,59,59,,
,12,12,12,12,,2832
обратная бабочка,54,54,54,54,,
,13,13,13,13,,2808
Разгибания из-за головы Триц,36,36,36,36,,
,15,12,17,17,,2196
штанга биц,30,30,30,30,,
,15,15,15,15,,1800
блок триц,32,32,32,32,,
,15,15,15,15,,1920
Молот,12,12,12,12,,
,30,30,30,30,,1440
,,,,,,27822
,,,,,,
,,,,,,
28.2.2026,,,,,,
79.6,1,2,3,4,5,6
Жим Лежа,75,75,75,75,,
,13,13,12,12,,3750
Тяга к подбородку,64,64,64,64,,
,17,17,17,17,,4352
Рычажный жим,50,50,50,50,,
,13,13,13,13,,2600
Гантели развод,14,14,14,14,,
,17,17,17,17,,952
Жим прямой,45,45,50,50,,
,15,15,15,15,,2850
Фронтальные подъемы вреевки перед собой,18,18,18,18,,
,18,18,18,18,,1296
бабочка,59,59,59,59,,
,13,13,13,13,,3068
обратная бабочка,54,54,54,54,,
,15,15,15,15,,3240
Разгибания из-за головы Триц,36,36,36,36,,
,17,12,17,17,,2268
штанга биц,30,30,30,30,,
,17,17,17,17,,2040
блок триц,32,32,32,32,,
,17,17,17,17,,2176
Молот,12,12,12,12,,
,34,34,34,34,,1632
,,,,,,30224
,,,,,,
,,,,,,
5.3.2026,,,,,,
79.5,1,2,3,4,5,6
Жим Лежа,75,75,75,75,,
,13,13,13,13,,3900
Тяга к подбородку,66.5,66.5,66.5,66.5,,
,12,12,12,12,,3192
Рычажный жим,50,50,50,50,,
,13,13,13,13,,2600
Гантели развод,14,14,14,14,,
,15,15,15,15,,840
Жим прямой,54,54,50,50,,
,12,12,12,12,,2496
Фронтальные подъемы вреевки перед собой,24,24,24,24,,
,12,12,12,12,,1152
бабочка,59,59,59,59,,
,13,13,13,13,,3068
обратная бабочка,54,54,54,54,,
,18,18,18,18,,3888
Разгибания из-за головы Триц,36,36,36,36,,
,17,12,17,17,,2268
штанга биц,30,30,30,30,,
,17,17,17,17,,2040
блок триц,32,32,32,32,,
,17,17,17,17,,2176
Молот,12,12,12,12,,
,34,34,34,34,,1632
,,,,,,29252
,,,,,,
,,,,,,
20.3.2026,,,,,,
,1,2,3,4,5,6
Жим Лежа,75,75,75,75,,
,14,14,14,14,,4200
Тяга к подбородку,70.3,70.3,70.3,70.3,,
,13,13,13,13,,3655.6
Рычажный жим,50,50,50,50,,
,14,14,14,14,,2800
Гантели развод,14,14,14,14,,
,16,16,16,16,,896
Жим прямой,54,54,50,50,,
,13,13,13,13,,2704
Фронтальные подъемы вреевки перед собой,27,27,27,27,,
,13,13,13,13,,1404
бабочка,63,63,63,63,,
,14,14,14,14,,3528
обратная бабочка,58.5,58.5,58.5,58.5,,
,13,13,13,13,,3042
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,
,12,12,17,17,,2221.4
штанга биц,35,35,35,35,,
,12,12,12,12,,1680
блок триц,35.3,35.3,35.3,35.3,,
,12,12,12,12,,1694.4
Молот,14,14,14,14,,
,24,24,24,24,,1344
,,,,,,29169.4
,,,,,,
,,,,,,
27.3.2026,,,,,,
81.15,1,2,3,4,5,6
Жим Лежа,80,80,80,80,,
,12,12,12,12,,3840
Тяга к подбородку,70.3,70.3,70.3,70.3,,
,15,15,15,15,,4218
Рычажный жим,55,55,55,55,,
,12,12,12,12,,2640
Гантели развод,14,14,14,14,,
,17,17,17,17,,952
Жим прямой,54,54,54,54,,
,15,15,15,15,,3240
Фронтальные подъемы вреевки перед собой,27,27,27,27,,
,14,14,14,14,,1512
бабочка,63,63,63,63,,
,15,15,15,15,,3780
обратная бабочка,58.5,58.5,58.5,58.5,,
,15,15,15,15,,3510
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,
,14,12,17,17,,2298
штанга биц,35,35,35,35,,
,14,14,14,14,,1960
блок триц,35.3,35.3,35.3,35.3,,
,14,14,14,14,,1976.8
Молот,14,14,14,14,,
,28,28,28,28,,1568
,,,,,,31494.8
,,,,,,
,,,,,,
10.4.2026,,,,,,
80.45,1,2,3,4,5,6
Жим Лежа,80,80,80,80,100,
,12,12,12,12,2,4040
Тяга к подбородку,70.3,70.3,70.3,70.3,,
,16,16,16,16,,4499.2
Рычажный жим,55,55,55,55,,
,12,12,12,12,,2640
Гантели развод,14,14,14,14,,
,16,16,16,16,,896
Жим прямой,59,59,54,54,,
,12,12,12,12,,2712
Фронтальные подъемы вреевки перед собой,27,27,27,27,,
,14,14,14,14,,1512
бабочка,66.8,66.8,66.8,66.8,,
,12,12,12,12,,3206.4
обратная бабочка,58.5,58.5,58.5,58.5,,
,15,15,15,15,,3510
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,
,17,12,17,17,,2412.9
штанга биц,35,35,35,35,,
,15,15,15,15,,2100
блок триц,35.3,35.3,35.3,35.3,,
,18,18,18,18,,2541.6
Молот,14,14,14,14,,
,36,36,36,36,,2016
,,,,,,32086.1
,,,,,,
,,,,,,
17.4.2026,,,,,,
81.45,1,2,3,4,5,6
Жим Лежа,80,80,80,80,100,
,13,13,13,13,2,4360
Тяга к подбородку,73,73,73,73,,
,18,18,18,18,,5256
Рычажный жим,55,55,55,55,,
,13,13,13,13,,2860
Гантели развод,14,14,14,14,,
,18,18,18,18,,1008
Жим прямой,59,59,54,54,,
,13,13,13,13,,2938
Фронтальные подъемы вреевки перед собой,27,27,27,27,,
,15,15,15,15,,1620
бабочка,66.8,66.8,66.8,66.8,,
,13,13,13,13,,3473.6
обратная бабочка,58.5,58.5,58.5,58.5,,
,18,18,18,18,,4212
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,
,18,12,17,17,,2451.2
штанга биц,35,35,35,35,,
,15,15,15,15,,2100
блок триц,35.3,35.3,35.3,35.3,,
,18,18,18,18,,2541.6
Молот,14,14,14,14,,
,36,36,36,36,,2016
,,,,,,34836.4
,,,,,,
,,,,,,
24.4.2026,,,,,,
81,1,2,3,4,5,6
Жим Лежа,80,80,80,80,100,
,13,13,13,13,2,4360
Тяга к подбородку,75.3,75.3,75.3,75.3,,
,18,18,18,18,,5421.6
Рычажный жим,55,55,55,55,,
,13,13,13,13,,2860
Гантели развод,14,14,14,14,,
,18,18,18,18,,1008
Жим прямой,59,59,54,54,,
,13,13,13,13,,2938
Фронтальные подъемы вреевки перед собой,27,27,27,27,,
,15,15,15,15,,1620
бабочка,66.8,66.8,66.8,66.8,,
,13,13,13,13,,3473.6
обратная бабочка,58.5,58.5,58.5,58.5,,
,18,18,18,18,,4212
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,
,18,12,17,17,,2451.2
штанга биц,35,35,35,35,,
,15,15,15,15,,2100
блок триц,35.3,35.3,35.3,35.3,,
,18,18,18,18,,2541.6
Молот,14,14,14,14,,
,36,36,36,36,,2016
,,,,,,35002
,,,,,,
1.5.2026,,,,,,
81,1,2,3,4,5,6
Жим Лежа,80,80,80,80,100,
,13,13,13,13,2,4360
Тяга к подбородку,75.3,75.3,75.3,75.3,,
,18,18,18,18,,5421.6
Рычажный жим,55,55,55,55,,
,13,13,13,13,,2860
Гантели развод,14,14,14,14,,
,18,18,18,18,,1008
Жим прямой,59,59,54,54,,
,13,13,13,13,,2938
Фронтальные подъемы вреевки перед собой,27,27,27,27,,
,15,15,15,15,,1620
бабочка,66.8,66.8,66.8,66.8,,
,13,13,13,13,,3473.6
обратная бабочка,58.5,58.5,58.5,58.5,,
,18,18,18,18,,4212
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,
,18,12,17,17,,2451.2
штанга биц,35,35,35,35,,
,15,15,15,15,,2100
блок триц,35.3,35.3,35.3,35.3,,
,18,18,18,18,,2541.6
Молот,14,14,14,14,,
,36,36,36,36,,2016
,,,,,,35002
,,,,,,
,,,,,,
8.5.2026,,,,,,
81,1,2,3,4,5,6
Жим Лежа,80,80,80,80,100,
,14,14,14,14,4,4880
Тяга к подбородку,75.3,75.3,75.3,75.3,,
,18,18,18,18,,5421.6
Рычажный жим,60,60,60,60,,
,12,12,12,12,,2880
Гантели развод,14,14,14,14,,
,18,18,18,18,,1008
Жим прямой,59,59,54,54,,
,14,14,14,14,,3164
Фронтальные подъемы вреевки перед собой,27,27,27,27,,
,15,15,15,15,,1620
бабочка,66.8,66.8,66.8,66.8,,
,14,14,14,14,,3740.8
обратная бабочка,58.5,58.5,58.5,58.5,,
,18,18,18,18,,4212
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,
,18,18,18,18,,2757.6
штанга биц,35,35,35,35,,
,15,15,15,15,,2100
блок триц,35.3,35.3,35.3,35.3,,
,18,18,18,18,,2541.6
Молот,14,14,14,14,,
,36,36,36,36,,2016
,,,,,,36341.6
