28.10.2024,,,,,,,
Разгибания из-за головы Триц,21,21,21,21,,,
,14,14,14,14,,1176,
штанга биц,25,25,25,25,,,
,14,14,14,14,,1400,
блок триц,28,28,28,28,,,
,14,14,14,14,,1568,
Молот,9,9,9,9,,,
,28,28,28,28,,1008,
Пресс низ +колесо,1,1,1,1,,,
,25,25,25,25,,100,
,,,,,,19080,
,,,,,,,
,,,,,,,
06.10.2025,,,,,,,
"79,6",1,2,3,4,5,6,
Верхний блок,57,57,57,57,,,
,14,14,14,14,,3192,
Тяга к подбородку,31,31,31,31,,,
,16,16,16,16,,1984,
Фронтальная Тяга,55,55,55,55,,,
,14,14,14,14,,3080,
Гантели развод,12,12,12,12,,,
,16,16,16,16,,768,
Нижний блок,57,57,57,57,,,
,14,14,14,14,,3192,
Обр бабочка,47,47,47,47,,,
,16,16,16,16,,3008,
Разгибания из-за головы Триц,21,21,21,21,,,
,16,16,16,16,,1344,
штанга биц,25,25,25,25,,,
,16,16,16,16,,1600,
блок триц,28,28,28,28,,,
,16,16,16,16,,1792,
Молот,9,9,9,9,,,
,32,32,32,32,,1152,
Пресс низ +колесо,1,1,1,1,,,
,0,0,0,0,,0,
,,,,,,21112,
,,,,,,,
,,,,,,,
06.10.2025,,,,,,,
"83,3",1,2,3,4,5,6,
Верхний блок,57,57,57,57,,,
,15,15,15,15,,3420,
Тяга к подбородку,31,31,31,31,,,
,18,18,18,18,,2232,
Фронтальная Тяга,55,55,55,55,,,
,15,15,15,15,,3300,
Гантели развод,12,12,12,12,,,
,18,18,18,18,,864,
Нижний блок,57,57,57,57,,,
,15,15,15,15,,3420,
Обр бабочка,47,47,47,47,,,
,18,18,18,18,,3384,
Разгибания из-за головы Триц,21,21,21,21,,,
,18,18,18,18,,1512,
штанга биц,25,25,25,25,,,
,18,18,18,18,,1800,
блок триц,28,28,28,28,,,
,18,18,18,18,,2016,
Молот,9,9,9,9,,,
,36,36,36,36,,1296,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,23332,
,,,,,,,
,,,,,,,
10.11.2025,,,,,,,
"83,3",1,2,3,4,5,6,
Верхний блок,60,60,60,60,,,
,12,12,12,12,,2880,
Тяга к подбородку,31,31,31,31,,,
,16,16,16,16,,1984,
Фронтальная Тяга,60,60,60,60,,,
,12,12,12,12,,2880,
Гантели развод,12,12,12,12,,,
,16,16,16,16,,768,
Нижний блок,57,57,57,57,,,
,12,12,12,12,,2736,
Обр бабочка,47,47,47,47,,,
,16,16,16,16,,3008,
Разгибания из-за головы Триц,21,21,21,21,,,
,18,18,18,18,,1512,
штанга биц,25,25,25,25,,,
,18,18,18,18,,1800,
блок триц,28,28,28,28,,,
,18,18,18,18,,2016,
Молот,9,9,9,9,,,
,36,36,36,36,,1296,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,20968,
,,,,,,,
,,,,,,,
17.11.2025,,,,,,,
"80,90",1,2,3,4,5,6,
Верхний блок,60,60,60,60,,,
,12,12,12,12,,2880,
Тяга к подбородку,31,31,31,31,,,
,15,15,15,15,,1860,
Фронтальная Тяга,60,60,60,60,,,
,12,12,12,12,,2880,
Гантели развод,12,12,12,12,,,
,15,15,15,15,,720,
Нижний блок,60,60,60,60,,,
,12,12,12,12,,2880,
Обр бабочка,47,47,47,47,,,
,15,15,15,15,,2820,
Разгибания из-за головы Триц,21,21,21,21,,,
,18,18,18,18,,1512,
штанга биц,25,25,25,25,,,
,15,15,15,15,,1500,
блок триц,28,28,28,28,,,
,15,15,15,15,,1680,
Молот,9,9,9,9,,,
,30,30,30,30,,1080,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,,
,,,,,,,
24.11.2025,,,,,,,
"80,65",1,2,3,4,5,6,
Верхний блок,60,60,60,60,,,
,13,13,13,13,,3120,
Тяга к подбородку,31,31,31,31,,,
,17,17,17,17,,2108,
Фронтальная Тяга,60,60,60,60,,,
,13,13,13,13,,3120,
Гантели развод,12,12,12,12,,,
,17,17,17,17,,816,
Нижний блок,60,60,60,60,,,
,13,13,13,13,,3120,
Обр бабочка,47,47,47,47,,,
,17,17,17,17,,3196,
Разгибания из-за головы Триц,21,21,21,21,,,
,17,17,17,17,,1428,
штанга биц,29,29,29,29,,,
,17,17,17,17,,1972,
блок триц,30,30,30,30,,,
,17,17,17,17,,2040,
Молот,10,10,10,10,,,
,34,34,34,34,,1360,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,,
,,,,,,,
01.12.2025,,,,,,,
"82,3",1,2,3,4,5,6,
Верхний блок,61.5,61.5,61.5,61.5,,,
,14,14,14,14,,3444,
Тяга к подбородку,31,31,31,31,,,
,18,18,18,18,,2232,
Фронтальная Тяга другая,90,90,90,90,,,
,14,14,14,14,,5040,
Гантели развод,12,12,12,12,,,
,18,18,18,18,,864,
Нижний блок,60,60,60,60,,,
,14,14,14,14,,3360,
Обр бабочка,47,47,47,47,,,
,18,18,18,18,,3384,
Разгибания из-за головы Триц,21,21,21,21,,,
,18,18,18,18,,1512,
штанга биц,29,29,29,29,,,
,18,18,18,18,,2088,
блок триц,30,30,30,30,,,
,18,18,18,18,,2160,
Молот,10,10,10,10,,,
,36,36,36,36,,1440,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,,
,,,,,,,
15.12.2025,,,,,,,
"81,4",1,2,3,4,5,6,
Верхний блок,61.5,61.5,61.5,61.5,,,
,14,14,14,14,,3444,
Тяга к подбородку,31,31,31,31,,,
,18,18,18,18,,2232,
Фронтальная Тяга другая,90,90,90,90,,,
,14,14,14,14,,5040,
Гантели развод,12,12,12,12,,,
,18,18,18,18,,864,
Нижний блок,60,60,60,60,,,
,14,14,14,14,,3360,
Обр бабочка,47,47,47,47,,,
,18,18,18,18,,3384,
Разгибания из-за головы Триц,21,21,21,21,,,
,18,18,18,18,,1512,
штанга биц,30,30,30,30,,,
,18,18,18,18,,2160,
блок триц,30,30,30,30,,,
,18,18,18,18,,2160,
Молот,10,10,10,10,,,
,36,36,36,36,,1440,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,,
,,,,,,,
26/01/2025,,,,,,,
"78,45",1,2,3,4,5,6,
Верхний блок,60,60,60,60,,,
,13,13,13,13,,3120,
Тяга к подбородку,62.5,62.5,62.5,62.5,,,
,15,15,15,15,,3750,
Фронтальная Тяга другая,100,100,100,100,,,
,13,13,13,13,,5200,
Гантели развод,12,12,12,12,,,
,15,15,15,15,,720,
Нижний блок,61.5,61.5,61.5,61.5,,,
,13,13,13,13,,3198,
Обр бабочка,47,47,47,47,,,
,15,15,15,15,,2820,
Разгибания из-за головы Триц,37,37,37,37,,,
,12,12,12,12,,1776,
штанга биц,30,30,30,30,,,
,12,12,12,12,,1440,
блок триц,28,28,28,28,,,
,13,13,13,13,,1456,
Молот,9,9,9,9,,,
,30,30,30,30,,1080,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,24648,
,,,,,,,
02/02/2025,,,,,,,
"78,65",1,2,3,4,5,6,
Верхний блок,60,60,60,60,,,
,13,13,13,13,,3120,
Тяга к подбородку,62.5,62.5,62.5,62.5,,,
,15,15,15,15,,3750,
Фронтальная Тяга другая,100,100,100,100,,,
,13,13,13,13,,5200,
Гантели развод,12,12,12,12,,,
,15,15,15,15,,720,
Нижний блок,61.5,61.5,61.5,61.5,,,
,13,13,13,13,,3198,
Обр бабочка,47,47,47,47,,,
,15,15,15,15,,2820,
Разгибания из-за головы Триц,37,37,37,37,,,
,12,12,12,12,,1776,
штанга биц,30,30,30,30,,,
,12,12,12,12,,1440,
блок триц,28,28,28,28,,,
,13,13,13,13,,1456,
Молот,9,9,9,9,,,
,30,30,30,30,,1080,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,24648,
,,,,,,,
09/02/2025,,,,,,,
"78,6",1,2,3,4,5,6,
Верхний блок,60,60,60,60,,,
,14,14,14,14,,3360,
Тяга к подбородку,61.5,61.5,61.5,61.5,,,
,12,12,12,12,,2952,
Фронтальная Тяга другая,110,110,110,110,,,
,14,14,14,14,,6160,
Гантели развод,14,14,14,14,,,
,12,12,12,12,,672,
Нижний блок,61.5,61.5,61.5,61.5,,,
,14,14,14,14,,3444,
Обр бабочка,54,54,54,54,,,
,15,15,15,15,,3240,
Разгибания из-за головы Триц,36,36,36,36,,,
,12,12,12,12,,1728,
штанга биц,30,30,30,30,,,
,12,12,12,12,,1440,
блок триц,32,32,32,32,,,
,12,12,12,12,,1536,
Молот,12,12,12,12,,,
,24,24,24,24,,1152,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,25772,
,,,,,,,
02/16/2026,,,,,,,
77.6,1,2,3,4,5,6,
Верхний блок,61.5,61.5,61.5,61.5,,,
,15,15,15,15,,3690,
Тяга к подбородку,61.5,61.5,61.5,61.5,,,
,14,14,14,14,,3444,
Фронтальная Тяга другая,110,110,110,110,,,
,15,15,15,15,,6600,
Гантели развод,14,14,14,14,,,
,14,14,14,14,,784,
Нижний блок,61.5,61.5,61.5,61.5,,,
,15,15,15,15,,3690,
Обр бабочка,54,54,54,54,,,
,14,14,14,14,,3024,
Разгибания из-за головы Триц,36,36,36,36,,,
,14,14,14,14,,2016,
штанга биц,30,30,30,30,,,
,14,14,14,14,,1680,
блок триц,32,32,32,32,,,
,14,14,14,14,,1792,
Молот,12,12,12,12,,,
,28,28,28,28,,1344,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,28152,
,,,,,,,
,,,,,,,
02/24/2026,,,,,,,
79.2,1,2,3,4,5,6,
Верхний блок,66,66,66,66,,,
,12,12,12,12,,3168,
Тяга к подбородку,61.5,61.5,61.5,61.5,,,
,16,16,16,16,,3936,
Фронтальная Тяга другая,120,120,120,120,,,
,12,12,12,12,,5760,
Гантели развод,14,14,14,14,,,
,16,16,16,16,,896,
Нижний блок,61.5,61.5,61.5,61.5,,,
,15,15,15,15,,3690,
Обр бабочка,54,54,54,54,,,
,16,16,16,16,,3456,
Разгибания из-за головы Триц,36,36,36,36,,,
,16,16,16,16,,2304,
штанга биц,30,30,30,30,,,
,16,16,16,16,,1920,
блок триц,32,32,32,32,,,
,15,15,15,15,,1920,
Молот,12,12,12,12,,,
,32,32,32,32,,1536,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,28674,
,,,,,,,
,,,,,,,
03/02/2026,,,,,,,
,1,2,3,4,5,6,
Верхний блок,66,66,66,66,,,
,13,13,13,13,,3432,
Тяга к подбородку,61.5,61.5,61.5,61.5,,,
,18,18,18,18,,4428,
Фронтальная Тяга другая,120,120,120,120,,,
,13,13,13,13,,6240,
Гантели развод,14,14,14,14,,,
,18,18,18,18,,1008,
Нижний блок,61.5,61.5,61.5,61.5,,,
,13,13,13,13,,3198,
Обр бабочка,54,54,54,54,,,
,18,18,18,18,,3888,
Разгибания из-за головы Триц,36,36,36,36,,,
,18,18,18,18,,2592,
штанга биц,30,30,30,30,,,
,18,18,18,18,,2160,
блок триц,32,32,32,32,,,
,18,18,18,18,,2304,
Молот,12,12,12,12,,,
,36,36,36,36,,1728,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,31066,
,,,,,,,
,,,,,,,
03/10/2026,,,,,,,
,1,2,3,4,5,6,
Верхний блок,66,66,66,66,,,
,14,14,14,14,,3696,
Тяга к подбородку,66.5,66.5,66.5,66.5,,,
,18,18,18,18,,4788,
Фронтальная Тяга другая,120,120,120,120,,,
,14,14,14,14,,6720,
Гантели развод,14,14,14,14,,,
,18,18,18,18,,1008,
Нижний блок,61.5,61.5,61.5,61.5,,,
,14,14,14,14,,3444,
Обр бабочка,54,54,54,54,,,
,18,18,18,18,,3888,
Разгибания из-за головы Триц,36,36,36,36,,,
,18,18,18,18,,2592,
штанга биц,30,30,30,30,,,
,18,18,18,18,,2160,
блок триц,32,32,32,32,,,
,18,18,18,18,,2304,
Молот,12,12,12,12,,,
,36,36,36,36,,1728,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,32328,
,,,,,,,
,,,,,,,
03/16/2026,,,,,,,
,1,2,3,4,5,6,
Верхний блок,66,66,66,66,,,
,15,15,15,15,,3960,
Тяга к подбородку,70.3,70.3,70.3,70.3,,,
,12,12,12,12,,3374.4,
Фронтальная Тяга другая,120,120,120,120,,,
,15,15,15,15,,7200,
Гантели развод,14,14,14,14,,,
,15,15,15,15,,840,
Нижний блок,61.5,61.5,61.5,61.5,,,
,15,15,15,15,,3690,
Обр бабочка,58.5,58.5,58.5,58.5,,,
,12,12,12,12,,2808,
Разгибания из-за головы Триц,36,36,36,36,,,
,18,18,18,18,,2592,
штанга биц,30,30,30,30,,,
,18,18,18,18,,2160,
блок триц,32,32,32,32,,,
,18,18,18,18,,2304,
Молот,12,12,12,12,,,
,36,36,36,36,,1728,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,30744.4,
,,,,,,,
,,,,,,,
03/23/2026,,,,,,,
,1,2,3,4,5,6,
Верхний блок,73,73,73,73,,,
,12,12,12,12,,3504,
Тяга к подбородку,73,73,73,73,,,
,14,14,14,14,,4088,
Фронтальная Тяга другая,130,130,130,130,,,
,12,12,12,12,,6240,
Гантели развод,14,14,14,14,,,
,17,17,17,17,,952,
Нижний блок,65,65,65,65,,,
,12,12,12,12,,3120,
Обр бабочка,58.5,58.5,58.5,58.5,,,
,14,14,14,14,,3276,
Разгибания из-за головы Триц,38,38,38,38,,,
,13,13,13,13,,1976,
штанга биц,35,35,35,35,,,
,13,13,13,13,,1820,
блок триц,35.3,35.3,35.3,35.3,,,
,13,13,13,13,,1835.6,
Молот,14,14,14,14,,,
,26,26,26,26,,1456,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,28355.6,
,,,,,,,
03/30/2026,,,,,,,
,1,2,3,4,5,6,
Верхний блок,73,73,73,73,,,
,13,13,13,13,,3796,
Тяга к подбородку,73,73,73,73,,,
,16,16,16,16,,4672,
Фронтальная Тяга другая,130,130,130,130,,,
,13,13,13,13,,6760,
Гантели развод,14,14,14,14,,,
,18,18,18,18,,1008,
Нижний блок,66,66,66,66,,,
,13,13,13,13,,3432,
Обр бабочка,58.5,58.5,58.5,58.5,,,
,17,17,17,17,,3978,
Разгибания из-за головы Триц,38,38,38,38,,,
,15,15,15,15,,2280,
штанга биц,35,35,35,35,,,
,15,15,15,15,,2100,
блок триц,35.3,35.3,35.3,35.3,,,
,15,15,15,15,,2118,
Молот,14,14,14,14,,,
,30,30,30,30,,1680,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,31912,
,,,,,,,
,,,,,,,
04/08/2026,,,,,,,
,1,2,3,4,5,6,
Верхний блок,73,73,73,73,,,
,13,13,13,13,,3796,
Тяга к подбородку,73,73,73,73,,,
,16,16,16,16,,4672,
Фронтальная Тяга другая,130,130,130,130,,,
,13,13,13,13,,6760,
Гантели развод,14,14,14,14,,,
,18,18,18,18,,1008,
Нижний блок,66,66,66,66,,,
,13,13,13,13,,3432,
Обр бабочка,58.5,58.5,58.5,58.5,,,
,17,17,17,17,,3978,
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,,
,15,15,15,15,,2298,
штанга биц,35,35,35,35,,,
,15,15,15,15,,2100,
блок триц,35.3,35.3,35.3,35.3,,,
,15,15,15,15,,2118,
Молот,14,14,14,14,,,
,30,30,30,30,,1680,
Пресс низ +колесо,1,1,1,1,,,
,22,22,22,22,,88,
,,,,,,31930,
,,,,,,,
,,,,,,,
04/13/2026,,,,,,,
"80,6",1,2,3,4,5,6,
Верхний блок,73,73,73,73,,,
,14,14,14,14,,4088,
Тяга к подбородку,73,73,73,73,,,
,17,17,17,17,,4964,
Фронтальная Тяга другая,130,130,130,130,,,
,14,14,14,14,,7280,
Гантели развод,14,14,14,14,,,
,17,17,17,17,,952,
Нижний блок,66,66,66,66,,,
,14,14,14,14,,3696,
Обр бабочка,58.5,58.5,58.5,58.5,,,
,18,18,18,18,,4212,
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,,
,17,17,17,17,,2604.4,
штанга биц,35,35,35,35,,,
,16,16,16,16,,2240,
блок триц,35.3,35.3,35.3,35.3,,,
,18,18,18,18,,2541.6,
Молот,14,14,14,14,,,
,36,36,36,36,,2016,
Пресс низ +колесо,1,1,1,1,,,
,24,24,24,24,,96,
,,,,,,34690,
,,,,,,,
,,,,,,,
04/20/2026,,,,,,,
"80,35",1,2,3,4,5,6,
Верхний блок,73,73,73,73,,,
,15,15,15,15,,4380,
Тяга к подбородку,73,73,73,73,,,
,18,18,18,18,,5256,
Фронтальная Тяга другая,130,130,130,130,,,
,15,15,15,15,,7800,
Гантели развод,14,14,14,14,,,
,18,18,18,18,,1008,
Нижний блок,66,66,66,66,,,
,15,15,15,15,,3960,
Обр бабочка,58.5,58.5,58.5,58.5,,,
,18,18,18,18,,4212,
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,,
,18,18,18,18,,2757.6,
штанга биц,35,35,35,35,,,
,16,16,16,16,,2240,
блок триц,35.3,35.3,35.3,35.3,,,
,18,18,18,18,,2541.6,
Молот,14,14,14,14,,,
,36,36,36,36,,2016,
Пресс низ +колесо,1,1,1,1,,,
,24,24,24,24,,96,
,,,,,,36267.2,
,,,,,,,
,,,,,,,
04/27/2026,,,,,,,
"80,75",1,2,3,4,5,6,
Верхний блок,73,73,73,73,,,
,15,15,15,15,,4380,
Тяга к подбородку,73,73,73,73,,,
,18,18,18,18,,5256,
Фронтальная Тяга другая,130,130,130,130,,,
,15,15,15,15,,7800,
Гантели развод,14,14,14,14,,,
,18,18,18,18,,1008,
Нижний блок,66,66,66,66,,,
,15,15,15,15,,3960,
Обр бабочка,58.5,58.5,58.5,58.5,,,
,18,18,18,18,,4212,
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,,
,18,18,18,18,,2757.6,
штанга биц,35,35,35,35,,,
,16,16,16,16,,2240,
блок триц,35.3,35.3,35.3,35.3,,,
,18,18,18,18,,2541.6,
Молот,14,14,14,14,,,
,36,36,36,36,,2016,
Пресс низ +колесо,1,1,1,1,,,
,24,24,24,24,,96,
,,,,,,36267.2,
,,,,,,,
,,,,,,,
05/04/2026,,,,,,,
"80,15",1,2,3,4,5,6,
Верхний блок,73,73,73,73,,,
,15,15,15,15,,4380,
Тяга к подбородку,73,73,73,73,,,
,18,18,18,18,,5256,
Фронтальная Тяга другая,130,130,130,130,,,
,15,15,15,15,,7800,
Гантели развод,14,14,14,14,,,
,18,18,18,18,,1008,
Нижний блок,66,66,66,66,,,
,15,15,15,15,,3960,
Обр бабочка,58.5,58.5,58.5,58.5,,,
,18,18,18,18,,4212,
Разгибания из-за головы Триц,38.3,38.3,38.3,38.3,,,
,18,18,18,18,,2757.6,
штанга биц,35,35,35,35,,,
,16,16,16,16,,2240,
блок триц,35.3,35.3,35.3,35.3,,,
,18,18,18,18,,2541.6,
Молот,14,14,14,14,,,
,36,36,36,36,,2016,
Пресс низ +колесо,1,1,1,1,,,
,24,24,24,24,,96,
,,,,,,36267.2,
